,Link,Good Characters,Bad Characters
1423,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD4??B??C??3???????????431??A??D?????????597?
????????????????????????????????????????????????????????
????????????????????????????????????????????????????????
????????2?????????500??????4????????6??????????9???????
????????A?360???????597??????1208??200??????????????7.4?
","
??
?????180?????5?????5??????????????4???????????????431?????8200??????????????????????
"
1424,https://shanghai.anjuke.com/community/view/8,"
??
??????A??????597??C????????435??
?????????????????????
?????????????:1:1.95???429??
?????????????????????????
???????????????????????????????15?/?/??
24h????????
","
??
?1????????????????
?2??????????????????
?3?????????????????????????????
"
1425,https://shanghai.anjuke.com/community/view/8,"
??
???????4??A?C???BD????BC?????431?AD??597??40??????767???
?????????50?????300??????1????????????
","
??
?????20?????????????????
"
1426,https://shanghai.anjuke.com/community/view/8,"
??
??????????????597????434????767?1000?????????????100??
????????????????04????09??????????????????????
??????????????????????????2??????300?????????????????
","
??
?????????????????34??????????2.05????????
"
1427,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD????AD?597??BC?434???????????????*2
??????2005????2009????????????????????
????????2??????????????????????500??9????????
","
??
?????????????
"
1428,https://shanghai.anjuke.com/community/view/8,"
??
??????A-D?597?,B-C?434??764?-1202?????????????????????
??????????3000??????????????????????????????????????????
??????????600????2???????????2???????????3???????
???????????78%??????CEO?????????37-55??????????????????
","
??
?????????????????????????????????
"
1429,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD????AD??597??4??????BC??434??3????????????
??????????4000???????????????????????????1:1.5?
","
??
?????????????????????????8????????8500?+
"
1430,https://shanghai.anjuke.com/community/view/8,"
??
??????????4?????45???????433??4??597??5?????????????????
????????4000??????????????????????????
???????2??????300??2???????
","
??
??????????????
"
1431,https://shanghai.anjuke.com/community/view/8,"
??
??????A??D????????????598??????B??C??????????433?????43?
??????????????????????????????????????????
???????2???????800??4???????1???????2???????3???????
","
??
?????????????
"
1432,https://shanghai.anjuke.com/community/view/8,"
??
????????4?????597???435???????????????????
??????2005????2009????????????????????????????????
","
??
???????????????????????20??
"
1433,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD????AD??597??4??????BC??434??3????????????
??????????4000???????????????????????????1:1.5?
","
??
?????????????????????????8????????8500?+
"
1434,https://shanghai.anjuke.com/community/view/8,"
??
???????2?40?+2?44???????????A-D???597??????B-C??434?????
??????????200?????????????????????50?????????????????
??????????2????????????????????????????????????????????
","
??
?????????????????????????????????
"
1435,https://shanghai.anjuke.com/community/view/8,"
??
?????????A.B.C.D????????A?D??597??????????B?C??431?????
????????????4000????????????????????????????????????
???????????50??????????????300??????1????????????
???????2???????300??4???????1???????2???????3??????
??????????????????????15?/?/???????1:2
","
??
??????????????????????????
"
1436,https://shanghai.anjuke.com/community/view/8,"
??
??????????????435??596????????????????
??????????????????500???????????
","
??
?????20???????7000???????????????
"
1437,https://shanghai.anjuke.com/community/view/8,"
??
??????????434??597??????767?-1000??5?????
","
??
?????18-30?????????
"
1438,https://shanghai.anjuke.com/community/view/8,"
??
???????????????45????A?D????597?????????B?C??433??
??????4000?????????????????????????????
??????2006???????????2007????
","
??
??????????????
"
1439,https://shanghai.anjuke.com/community/view/8,"
??
?????????????ABCD?????435~650???????????????1????1300?
?????????????????,????ALT??????11???????????????????????
?????????????????????????????????30~50??
","
??
??????????????21????
"
1440,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD4??B??C??3???????????431??A??D?????????597?
????????????????????????????????????????????????????????
??????????????????ALT??????12???????????????????????????
????????2?????????500??????4????????6??????????9????????
????????A?360???????597??????1208??200??????????????7.4?
","
??
?????180?????5?????5??????????????4???????????????431?????8200??????????????????????
"
1441,https://shanghai.anjuke.com/community/view/8,"
??
???????4??????????45??????597???????????434????????1200?
????????2006?????????????????????????????
","
??
??????????
"
1442,https://shanghai.anjuke.com/community/view/8,"
??
???????????4??????594????
?????????????2007???
?????????????????????150????????????
????????????????????ceo????45-60
","
??
????????20???
"
1443,https://shanghai.anjuke.com/community/view/8,"
??
??????ABCD??????AD????597????20??????BC????433????17????
???????????????????????????????????????????????1:1.9?
????????????????????????600??????????????????????????
","
??
??????????????????4??5??????
"
1444,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????300???????????
????????????2??????400???????????????????????????????
","
??
???????????????
"
1445,https://shanghai.anjuke.com/community/view/8,"
??
????????A/D???597?????>20??B/C ???431?????>15?????200???
??????4000??????????1:1.9???????????????????
","
??
?????????????????????????
"
1446,https://shanghai.anjuke.com/community/view/8,"
??
???????????????????????300??????????????
?????????????????????????????????????
","
??
?????????????????
"
1447,https://shanghai.anjuke.com/community/view/8,"
??
??????ABCD?????AD??597????>20??BC??431????>15?.???200???
????????4000??????????????????1?1.9???????????????????
???????????????320??????10??????40??????150?????1000????
????????????500???????????????????300????81??798????????
????????????????????????????????????????????
","
??
????????????????
"
1448,https://shanghai.anjuke.com/community/view/8,"
??
???????????2005????2009????????????????????
???????????????????150??????????????????????????200???
??????????????????????????????????15?/?/???????
","
??
????????????????
"
1449,https://shanghai.anjuke.com/community/view/8,"
??
???????????435?/597??????605?/1240???????????? ?????
????????2?????????300??795/798??????????????????????
???????????????????????????????????????????????????????
","
??
??????????
??1?1.9 ?????
"
1450,https://shanghai.anjuke.com/community/view/8,"
??
???????????A B C D????? ??A D???????597? ??B C?????431?
????????????? ????????200?? ????????150? ???????
","
??
???? ???????
"
1451,https://shanghai.anjuke.com/community/view/8,"
??
?????????????435-597????605-1240????????????????????????
???????2?????????300???????798/795??????????????????????
???????????????????????????????????????????????????????
","
??
??????????????
"
1452,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????434??~1026?????????????????????????
???????????????500?????800???? ?????????
","
??
???????????? ??8000???
"
1453,https://shanghai.anjuke.com/community/view/8,"
??
?????????5?????44????????200??????
??185-1206??2??8?????
???????????320?????????10???????40?????????70???????
??????????????????15???????????????????????????????????
","
??
??????????????????????????????????
"
1454,https://shanghai.anjuke.com/community/view/8,"
??
?????????4??????????ABCD 4?????????437-597?2????????????
??????????200?????????????????????????
????????????
","
??
???????????6000??????????????????
????????????????????????????????????
"
1455,https://shanghai.anjuke.com/community/view/8,"
??
??????????????2007??? ??????
????????????????300?
??????????????2??500?
????????????? ??????????
?????????????? ?40???
","
??
???????????
"
1456,https://shanghai.anjuke.com/community/view/8,"
??
????????A,D???????595????B,C???????434?????????876-986??
????????????????0.5????????????1.5???
??????2??????500???????????????????300??
","
??
??????????????.
"
1457,https://shanghai.anjuke.com/community/view/8,"
??
????????435?597???????605-1240?????????
????????????????????????600??????????
","
??
????????????
"
1458,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????????15?/?/??????????
","
??
?????40%???????
"
1459,https://shanghai.anjuke.com/community/view/8,"
??
?????????430-570?4??767??????????4?????????????
????????100-200???????????????500?????????????????
","
??
??????????????????????????
"
1460,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????434??597????????6????????????????
?????????????????500????????500??????????????
????????2??????500??9??1500?????????????????
","
??
????????????
"
1461,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????40????44?????????4?-437-597??767?-983?
??????????400????????????????????????????????1?3?429????
???????????500?????2?????????14?????
","
??
???????????
"
1462,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????4????1????????430?—600???
??605?—1204?
????????????????361??????492???????????481?,????????382?
?????????????350??81????????798????????????????????????
????????????????????????????
","
??
????,?????,?????25?/??,
"
1463,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????????435??597???????????
??????????1????????2000?/???????????????????
","
??
????????7000?
"
1464,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????767???????????????
????????????????????500????????2??????????????????????
","
??
??????????????????
"
1465,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????433-983?????????????????
????????????????????????????????????????
??????500????2????????????5???
","
??
????????????????????
"
1466,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????767??????5????597???????????434????????
?????????429??400??????????????????????????
???????????????400???????
????????2????????????450??????
","
??
????????????????????????
"
1467,https://shanghai.anjuke.com/community/view/8,"
??
?????????40????44???????????????????5??????????????4???
????????????????Hayward?????SPA?????????????????????????
????????????????????????????????????????????????????????
?????????????433?????????524??????????????????
????????????????????????????????????????????????????????
","
??
???????????????????????????
"
1468,https://shanghai.anjuke.com/community/view/8,"
??
???????????40????44???????????????????434?1240?????220??
????????4000??????????????????????SPA?????????
???????????????????????????????????? “?12???”???????????
????????????????????????????????????????????????????????
","
??
??????????????????????????
"
1469,https://shanghai.anjuke.com/community/view/8,"
??
?????????4?45?????????????433?? ?597???767???824????????
????????2007????433?597???????????????????????????????
","
??
????????5.97????????19???
"
1470,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????767?????434?????597??????????????
??????????????????????????????????????1?1.9
???????????????????????500???????1.2???????????
????????????300?2?????????14??????? ????????????????????
??????????????15?????si???????????
","
??
???????????????????
"
1471,https://shanghai.anjuke.com/community/view/8,"
??
????????430-597????767-983???????????
??????????????????????????????35%??????
","
??
????????????????
"
1472,https://shanghai.anjuke.com/community/view/8,"
??
?????????? ?????? ?????430??????590????? ??760?????
??????????4000??????? ?????? ????????spa???????????????
??????????????????????????????????????????????? ???????
??????????? ????0.5?? ???1.5?? ?????? ??????????1??
???????2????????400? ???????? 791 961? ??14??????
","
??
???? ???? ??????? ???????? ????????? ????? ?????? ?????
"
1473,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????434?????597???????767??????,?????
??????????4000?????????????????1?1.9?????
??????2??????500????9??1000???
","
??
??????????
"
1474,https://shanghai.anjuke.com/community/view/8,"
??
???????????433-597?????767-983?????????????????????
???????????????????4000?????????????????????????????????
?????????????????????????????
","
??
????????????????????18-35?/???????????
"
1475,https://shanghai.anjuke.com/community/view/8,"
??
????????433????597????767?983???????????????????????????
????????????4000????????????????????????????????????????
???????????????????????????????????????????????????????
????????2??????450??????1500?????????
","
??
????????????????????????????????????????
"
1476,https://shanghai.anjuke.com/community/view/8,"
??
???????????434????579?5????????????????????????????????
??????4000????????????????????????????1?2.?429??
??????????????500??????????????????35-50???????10%?
","
??
???????????????????????????
"
1477,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????431?579????????????????????????????????
??????????1:2???4000????????????????SPA?????????????????
???????????????????1.5?/????????????????????????????
???????2????????450????85??774??779????????????
????????????????????????15?/?/????????
","
??
?????????????????????????????????
"
1478,https://shanghai.anjuke.com/community/view/8,"
??
?????????? ???400-600????? ?????? ???????
????????????????????????? ??????
????????2???????300? ?????
","
??
??????? ???? ????????
"
1479,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????????9?1?????35-60???
??????????????15?????si???????????
","
??
????????????
"
1480,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????434-767?????,??????????????
??????????1?3?????????????????????????
????????????????????????????????
???????????????2??????100???????????
??????????????????????????BD????????????????40-60?????
","
??
1???????????
2??????
"
1481,https://shanghai.anjuke.com/community/view/8,"
??
????????3?1?????????434?4??597?5???????????????????????
???????????????????????????????????????2010?????????????
????????????????200????????IFC??????????????????????
?????????CBD?????????500????????40-50??????????????
","
??
???????????CBD ?????
"
1482,https://shanghai.anjuke.com/community/view/8,"
??
????????431?4??579?5????732?6???????????????????????
????????4000???????????????????????spa????????????????
??????????????????????????????????????????????????
??????????2????????400?????????????
","
??
?????????????????????????????????????
"
1483,https://shanghai.anjuke.com/community/view/8,"
??
????????????????A?D????????598????????B?C????????433??
??????4000???????????????????????????????
?????????????2???????450???????1?????????????????
????????????????????15????????????????????
","
??
????????????????????????????
"
1484,https://shanghai.anjuke.com/community/view/8,"
??
?????????????431?4??579?5??????????????????
??????????4???????????????SPA????????????????
?????????2????????500???9???????1????????????
","
??
???????????????????????????????
"
1485,https://shanghai.anjuke.com/community/view/8,"
??
??????ABCD??C??434??A???????360????????? ???????? BD??
????????????300?2?????????14????? ??455?????????200?????
","
??
???????????????
"
1486,https://shanghai.anjuke.com/community/view/8,"
??
????????????4??5???431??579????????????????????????????
??????????4000???????????????????????????????
????????????????????????????????????????????????
?????????????2???????450??????????????????
","
??
??????????????????????????????????????????????
"
1487,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD????????AD??597????????BC????435???
??????????429????4000????????????????????????
??????????????????????????????????????.???????
?????????????????????????0.5?????800???????????
","
??
?????????????????????????????
"
1488,https://shanghai.anjuke.com/community/view/8,"
??
?????????????434-597?????2????2???????????????
???????????????????????????????????????????
????????2??1000?????9??1500??
","
??
?????????????????????????
"
1489,https://shanghai.anjuke.com/community/view/8,"
??
????????3?1????430-580??4-5??4???1????????????????????
??????4000?????????????????????????????????????
??????????????????????????????????????
??????????2????????450??????????????
","
??
????????????????????????????????
"
1490,https://shanghai.anjuke.com/community/view/8,"
??
??????B/C?433?4??A/D?597?5??40???767?983??????????A/D???
?????????????4000?????????????????????????
??????????????????????????????????????
?????????????????200???????????????800????????????
","
??
????????????????????????
"
1491,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??6??????40????44????????
?????434?597???????
????????????????????????????????????????????????????????
??????????????????200??????????????????????????????????
","
??
08?????????????????????
"
1492,https://shanghai.anjuke.com/community/view/8,"
??
????????????434??597??????????876-986??????????????????
????????????????????1:3???????????????SPA?????????????
?????????????????????4???????????1???????????153??
????????????780??????????550????????330????????410??????
???????2??????520?????????????(791?961?????????)100?????
","
??
????????????
"
1493,https://shanghai.anjuke.com/community/view/8,"
??
????????431?4??579?5????732?6???????????????????????
??????????????????????????????????SPA????????????
?????????????????2????????1500???9????????1000????????
","
??
????????????????????????????????????
"
1494,https://shanghai.anjuke.com/community/view/8,"
??
??????B/C?433?4??A/D?597?5??40???767?983??????????A/D???
??????????4000????????????????????24h??????????????
???????????????????????????????????????.????????
?????????????????200???????????????800????????????
?????????????500????????????A/C?????80%?B/D??????????
","
??
5??????????????????????????????????????????????????
"
1495,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????431-579?4-5??4???1?????????????
????????2????????500??????????.
??????????????????????500???????????????40???????80%
","
??
???????????????
"
1496,https://shanghai.anjuke.com/community/view/8,"
??
????????4?? 3??? ????434-598? ????
????????????1:3???? ??????????????
??????500???????????????????????????
","
??
??????????????????????????????????
"
1497,https://shanghai.anjuke.com/community/view/8,"
??
?????????????434-767??????4+1???????5+1????????270?????
??????????1??????????????3?1
?????????????????????50??????????????50??????????
????????2??????????????60??????????
??????????????????????500??????????????40???????80%
","
??
????????????????????????????
"
1498,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????431-579?4~5?????????????????????
???????????????????1:3???????????????????
??????????????????????????
??????1000?????????????????????????????????????
?????????2??????450???????????????????
","
??
???????????????????????????????
"
1499,https://shanghai.anjuke.com/community/view/8,"
??
?????????????434-767??????4+1????????270??????
????????????????????????3:1??????
?????????????????????500???????????????????????????
","
??
?????????????????????????
"
1500,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????????????
???????????????????????
??????????????????????????3-1
","
??
????????????
"
1501,https://shanghai.anjuke.com/community/view/8,"
??
????????3?1??????431???-579????4-5??4?????????????
???????????????????????????????????????
??????????2????????1500??9??????1000????2???????????????
","
??
??????????6000????????????????????????????
"
1502,https://shanghai.anjuke.com/community/view/8,"
??
????????????434??597??????????876-986??????????????????
????????????????????1:3???????????????SPA?????????????
?????????????????????4???????????1???????????153??
???????????780??????????550????????330????????410??
?????????2??????520?????????????(791?961?????????)100??
","
??
????????????????????????????????????????????
???????????????????????????????????????????
"
1503,https://shanghai.anjuke.com/community/view/8,"
??
????????3?1????434-597??2????2?????????????????
?????????????????????????
????????????????????????????????????????????
?????????????????????????????????????????1000??
????????2??1500????9??1000?
","
??
??????????????????????????
"
1504,https://shanghai.anjuke.com/community/view/8,"
??
????????3?1?,????431-579?4-5??4??1????????????
???????????4000???????????????????????????
????????????????????????????????????????
?????????????????????+???????????????????????1000?
?????????2????????1500??9????????1000??
","
??
??????????????????????????????
"
1505,https://shanghai.anjuke.com/community/view/8,"
??
????????????????????????????????????????????????????????
????????500???????? ???????? ????? ????? ????? ???????
??????????????????????????????9?1?????35-60???
","
??
??????????????????????????????
"
1506,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??AD????????597?5?,BC??434?4??3????????270???
??????????4000?????????????????????????1:3????????????
??????500????????????????????????????????????
","
??
?????????????????????????????????????
"
1507,https://shanghai.anjuke.com/community/view/8,"
??
??????????1:1.9?????????????3000??????????????????????
??????????300??????50??40????????????70???????????800???
","
??
????????21?????????
"
1508,https://shanghai.anjuke.com/community/view/8,"
??
??????????4?????45???????????????????????433??4??597??5?
??????????429???????:1:1.95? ?????????????????????????
????????????????????????.??????????????????????
??????????600????2???????????3???????????2???????
?????????????????????????????15?/?/?? 24h????????
","
??
?????????????????????????????
"
1509,https://shanghai.anjuke.com/community/view/8,"
??
???????????430-597?????????797-1204??????????????AB?????
???????????20??????????300??????????50?????????300?
?????????????????????200?????????80???????????
","
??
??????????434??????25???????????????????
"
1510,https://shanghai.anjuke.com/community/view/8,"
??
??????????4?????45???????433??4??597??5?????????????????
??????????????????????????????????????.???????
??????????600????2???????????2???????????3???????
","
??
?????????????????????????????
"
1511,https://shanghai.anjuke.com/community/view/8,"
??
???????????????A/D????597?????????B/C?431????????
????????????????????????????????????1:1.9???????????????
","
??
????????????????
"
1512,https://shanghai.anjuke.com/community/view/8,"
??
?????????A\D?597????1200??? ???B\C?433????768??? B\D????
???????????320?????????10???????40?????????70???????
??????2??????500???????????????????300??
???????????????????????????????????????????????????????
?????????????????????????????????35-60??????????10??????
","
??
??????????????????????????????
"
1513,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD??????AD?597???3?1??BC??434???3?2??????????
??????????429???????1000????????????
????????????????????????????????????????????
","
??
?????CBD,?????????
"
1514,https://shanghai.anjuke.com/community/view/8,"
??
???????4??AC???BD??,BC?????431??AD??597??40??????767???
??????????????????????06??????????????????????????????
","
??
???????7000??????????430???????????????????????
"
1515,https://shanghai.anjuke.com/community/view/8,"
??
?????????A  B  C  D???????A?D??597?????B?C??431?
???????????50?????300??????????????????
","
??
????20??????
"
1516,https://shanghai.anjuke.com/community/view/8,"
??
?????????????4????ABCD4???????????A?D??597?????????
????????????????4000?????????????????????????
","
??
?????????????
"
1517,https://shanghai.anjuke.com/community/view/8,"
??
????????????433?4?????597?5???????????????????
????????????????????????35-50??????????????????????
","
??
???????????????????
"
1518,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????????????????????
????????800???2????????400???????????????????
","
??
????????????????????
"
1519,https://shanghai.anjuke.com/community/view/8,"
??
?????????A.B.C.D????????A?D??597??????????B?C??431??????
????????????4000?????????????????????????????????????
???????????50??????????????300??????1?????????????
???????2???????300??4???????1???????2???????3???????
???????????????????????15?/?/???????1:2
","
??
??????????????????????????
"
1520,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????ABCD?A?D????????597????B?C?????431?????
????????????????????????????????????????????????1:1.5
","
??
?????????????????????????????????????????????????????????????????????
"
1521,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD??????433-600??????????????????????????
?????????????????????????????????????????4000????????
??????????????600??????????????????????????????????????
","
??
????????????????
"
1522,https://shanghai.anjuke.com/community/view/8,"
??
????????????????45????AB?597???????????C,D434???????
?????????????300????????????????13????????14???????
","
??
?????????????
"
1523,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD??????433-600?????????????????????????
???????????????????????????????????????4000?????????????
??????????50?????????791?;961?;961???;??????5??????????
","
??
????????8500?????????????????
"
1524,https://shanghai.anjuke.com/community/view/8,"
??
?????????A.B.C.D?4???????AD????597?BC????434???????
???????????????4000??????????????????????????????????
","
??
?????????????434???4??????????
"
1525,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD???????????434?-597????767?-1204?????200???
?????????????382????????361????????492?????IFC??409??
????????????2????590??????791?961???85??????????????????
?????????????????????????????S???????????????????150000?
","
??
??????????????26?/??????????
"
1526,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????????????????????????????????
????????????????????????07?????
????????450???????????????????????????????????????
???????????????????????????????????????????????????
???????????????????15????????1:1.95
","
??
??????????????????????????
"
1527,https://shanghai.anjuke.com/community/view/8,"
??
??????????ABCD???AD??597????20??BC??431????15?????200???
????????4000??????????????????1-1.9?????????
???????????????320??????10??????40??????150?????1000????
????????????500???????????????????300????81??798????????
","
??
?????????????
"
1528,https://shanghai.anjuke.com/community/view/8,"
??
??????????????343?--597?????5?????????
?????????????5000?????????????????1?1.2
","
??
???????????????????
"
1529,https://shanghai.anjuke.com/community/view/8,"
??
???????????????????44?????200???????????185-1205???2-8??
???????????320???????????20???????75?????????
???????????????15?????????????????????? ?? ???????????
","
??
??????????????????????????
"
1530,https://shanghai.anjuke.com/community/view/8,"
??
??????????4????A??D?597?????????????????824~926??
??????????1?2.9????3300/????4000????????????????????????
??????????2005????2009????????????????????????????
","
??
??????????????16.5??
"
1531,https://shanghai.anjuke.com/community/view/8,"
??
??????????4?????????A? ??597??????C???431?
???????????2????????631?????2????????840?
","
??
????431????7000??
"
1532,https://shanghai.anjuke.com/community/view/8,"
??
????????4???????????A?D?597???????????
???????????????????????????????????????????
?????????????2007??????????????????????????????
??????????150?????????????300?????????????????????????
????????????????????30?45????????????
","
??
???????????
"
1533,https://shanghai.anjuke.com/community/view/8,"
??
????????760????????C????????
?????????2?????????600?????????2??1200?
","
??
??????????????????
"
1534,https://shanghai.anjuke.com/community/view/8,"
??
????????????????A\D?597???????B\C?434??????????824-986??
????????????1?1.95?????B1?180??B2?120?
??????2005?10???2009?6?30????????20000?/??
","
??
?????????????
"
1535,https://shanghai.anjuke.com/community/view/8,"
??
?????????A,B,C,D????A,D????????????3?1?,??597????????
?????????????2005????2007?????????*????????????????????
????????????????????????15??????85%????47%????3000?/?
","
??
????????????????????????????????????
"
1536,https://shanghai.anjuke.com/community/view/8,"
??
????????434????597??????45???????????
?????????2??????900????????????????????
","
??
???????????????????????
"
1537,https://shanghai.anjuke.com/community/view/8,"
??
???????????????A\D??597??????B\C??430????????767?1200???
??????????1:3????????4000???????????????????
","
??
????????7000????
"
1538,https://shanghai.anjuke.com/community/view/8,"
??
?????????4?,??A\D??597??????B\C??430????????767??1200???
??????????1?3??????4000??????????????????????
????????2007????2008???
??????????????????200?????????150?
","
??
?????????????????????????17?????????????????????7000????
"
1539,https://shanghai.anjuke.com/community/view/8,"
??
????????????? ????? ????? 434?597?  ???876?987???
??????????1:3  ??????? ?? ???????
","
??
?????????? ???????? ?????????? ?? ???????????????
"
1540,https://shanghai.anjuke.com/community/view/8,"
??
??????????????????????????2006????????????????2???
??????????2KM???????????????????????????????????????????
?????????2????????600???9????????960??
???????????????????????9????????????????????
","
??
????????????????????????????????????????????
"
1541,https://shanghai.anjuke.com/community/view/8,"
??
????????????????????434??????597????????????????
????????????????2008??????????????????????
","
??
??????????????????
"
1542,https://shanghai.anjuke.com/community/view/8,"
??
???????????ABCD4?????????434-767??????????????????
????????????????????1:3????????????????????????????????
???????????????????????153??????????
????????200?????????????1000???????????2?????????500????
","
??
??????????8200??????????????????????
"
1543,https://shanghai.anjuke.com/community/view/8,"
??
??????434/597???????????????5????220????????????????????
?????????????????????????500?????,????,10?????????
","
??
??????????????
"
1544,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????A?D??B?C???????????4-5??
???????????????????????3:1?
??????????????????????200?????????150????
","
??
????????????
"
1545,https://shanghai.anjuke.com/community/view/8,"
??
????????????????40????????????431?????597??????????????
?????????300????2????????????????300???????????????
","
??
??????????????????
"
1546,https://shanghai.anjuke.com/community/view/8,"
??
????????????4?45??49?3????????????????433-597??????????
????????????1?3???4000??????????????????????????????
????????2007???2008???????????????????????????153???????
????????????????????200?????????150???????780??????650??
?????????2??????520????500????9??????????????????
","
??
????????????????????????
"
1547,https://shanghai.anjuke.com/community/view/8,"
??
??????????AbCd??????AD?????597????B?C???434????
????????4000????? ?????????????????????????
","
??
??????????????
"
1548,https://shanghai.anjuke.com/community/view/8,"
??
??????????4??????ABCD??????????434-767????????270???????
????????500?????2????????780??????????550???????????????
?????????????????????????????????????40?????????
","
??
???????????????????
"
1549,https://shanghai.anjuke.com/community/view/8,"
??
??????4???AD??????597??BC??????434??????????????????????
??????2005????2009???????11?/???????2?/????????????????
???????????????30%?????????? ???????????????CEO?????????
???????????????????????????15?/?/???????????????????????
","
??
????????????????????????
"
1550,https://shanghai.anjuke.com/community/view/8,"
??
????????????4?????180????A,D??597??????B,C??431???
????????????1:3????????????????????????
??????????500???????2????????????????????????????
","
??
?????????????
"
1551,https://shanghai.anjuke.com/community/view/8,"
??
?????????????220????A?D?597??B?C?433??B?C???????????80??
????????????29??????429??????1:2????????????????????????
??????2007??????????????????????????????????????????????
??????100?????????????????????????????????50????????????
?????????????????????????????????????150????????2?????
","
??
????????????????????????????
"
1552,https://shanghai.anjuke.com/community/view/8,"
??
???????????433?597?????45-49??????????????
???????????????????????????????????????
?????????????????????????????100??????2??????200????
","
??
??????????????
"
1553,https://shanghai.anjuke.com/community/view/8,"
??
?????????????431?4??579?5?,??????????,?????
??????????4????,??????????SPA???????????????
?????????2??(????)500?,9??(???)1??;????,????
","
??
??????,???,?????????,?????????
"
1554,https://shanghai.anjuke.com/community/view/8,"
??
?????????ABCD??????AD?????BC????????597????433??BD??????
??????????400???????????????????1?3?????
???????????????2007????????????????????????????
","
??
??????433???????????
"
1555,https://shanghai.anjuke.com/community/view/8,"
??
????????????434??597??????????876-986??????????????????
????????????????????1:3???????????????SPA?????????????
?????????????????????4???????????1???????????153??
???????????780??????????550????????330????????410??
?????????2??????520?????????????(791?961?????????)100?
","
??
????????????????????????????????????????????????????????????????????????????????????????
"
1556,https://shanghai.anjuke.com/community/view/8,"
??
??????????????A??D??????????B??C????????????4-5?
??????????????????2007????2008???
?????????????????????????
","
??
??????????430??????????????
"
1557,https://shanghai.anjuke.com/community/view/8,"
??
???????????4???????A?C???B?D???????????431??4??597??5??
?????????2??????580????2???????4??????6???????
???????????????????????????????????????????40?????????
","
??
??????????????????????????
"
1558,https://shanghai.anjuke.com/community/view/8,"
??
???????A,B,C,D???????AD???597??5????BC???434??4????????
????????200?????????????1000??????
","
??
??????????????????????????????????????????????????????
"
1559,https://shanghai.anjuke.com/community/view/8,"
??
???????????434-597??4+1??????876-986??5+1??????270?????
??????????1?????????????????SPA,????????3?1???????
????????????????????4????????????
???????????80%????????????CEO???37-55????????????
","
??
??????????????????
"
1560,https://shanghai.anjuke.com/community/view/8,"
??
?????????????????AD??????597????BC??????434????????????
?????????????????????????????????1:3???????
?????????????50??300?????????????????????????550??
","
??
????400?????????????7300W???????
"
1561,https://shanghai.anjuke.com/community/view/8,"
??
??????????AD???597??????BC???434????????876-986?????????
????????????????????????????????????????????????????????
??????????????4??????1????????????ALT?12????????????????
????????500???????? ???? ???????? ???? ??????1000???????
?????????2??????520???9??????500???2??????1000?
","
??
?????180????????????????????????4???????????????????????????????????????????
"
1562,https://shanghai.anjuke.com/community/view/8,"
??
?????????A?B?C?D???????????434?????597??????????????????
????????????????????????????????????????????????????
????????????2??????690?????????????????????????????????
","
??
????434?597??????????20?\???????????????????
"
1563,https://shanghai.anjuke.com/community/view/8,"
??
???????????????????????C??434??A??597???????????????????
????????200????????????1000????????
??????500?????9????????1000???????2????????
","
??
??????????
"
1564,https://shanghai.anjuke.com/community/view/8,"
??
???????A/B/C/D????????A/D???597?5???B/C???434?4?????????
????????????????1:3??????????????????????
","
??
????????????
"
1565,https://shanghai.anjuke.com/community/view/8,"
??
????????????1:3???????????????????
????????500?????????????????1000?????????
","
??
?????????????
"
